title,description,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film_noir,history,horror,music,musical,mystery,romance,sci_fi,short,sport,superhero,thriller,war,western,poster_path,descr_action,descr_adventure,descr_animation,descr_biography,descr_comedy,descr_crime,descr_documentary,descr_drama,descr_family,descr_fantasy,descr_film_noir,descr_history,descr_horror,descr_music,descr_musical,descr_mystery,descr_romance,descr_sci_fi,descr_short,descr_sport,descr_superhero,descr_thriller,descr_war,descr_western,label_action,label_adventure,label_animation,label_biography,label_comedy,label_crime,label_documentary,label_drama,label_family,label_fantasy,label_film_noir,label_history,label_horror,label_music,label_musical,label_mystery,label_romance,label_sci_fi,label_short,label_sport,label_superhero,label_thriller,label_war,label_western
Ghosts,"A young couple's dreams come true when they inherit a beautiful country house, only to find it's both falling apart and inhabited by many of the deceased previous residents.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/comedy/ghosts.jpg,-1.8509103,-2.1375978,-2.3680968,-3.6418524,-1.2963606,-3.4965546,-2.273953,-0.5924841,-3.4498744,-1.9633927,-5.1642337,-3.46617,-3.0789716,-5.961981,-5.570198,-3.1323142,-2.782557,-2.7114978,-0.3089653,-3.6534178,-4.29969,-3.5175538,-5.0055995,-4.063668,-3.5021663,-3.9096375,-4.12277,-2.6791382,-1.8594592,-2.1650217,-0.5402204,-0.72321445,-3.7983289,-2.747411,-3.0211713,-2.6826746,-0.8570543,-3.0097125,-4.7955027,-1.6511338,-2.4773948,-2.7112792,-1.6960305,-4.390359,-4.4671674,-1.8302163,-3.8328397,-4.2375755
Man on Fire,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/crime/man_on_fire.jpg,-0.9094119,-2.3587792,-2.8958607,-3.390297,-1.4588985,-2.4075558,-2.545767,-0.7062779,-4.146547,-2.6613066,-4.909724,-3.0725672,-3.468627,-6.4905324,-6.062676,-3.1898866,-3.3188558,-2.6397896,-0.7691514,-3.5966578,-3.9829724,-2.946459,-4.6766324,-3.7580535,-3.4664176,-3.909279,-4.14552,-2.672872,-1.9121832,-2.123972,-0.54546785,-0.7063856,-3.835429,-2.7670212,-2.9808154,-2.6546206,-0.8526796,-3.0691102,-4.836839,-1.6334012,-2.515125,-2.7077756,-1.7133927,-4.3804646,-4.4478517,-1.8056247,-3.805969,-4.180059
Blue Hawaii,"After arriving back in Hawaii from the Army, Chad Gates (Elvis Presley) defies his parents' wishes for him to work at the family business and instead goes to work as a tour guide at his girlfriend's agency.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/posters/musical/blue_hawaii.jpg,-1.5995588,-1.9330612,-2.3562796,-3.511365,-1.1128858,-3.7740402,-2.4758558,-0.7762187,-3.314008,-2.6919553,-5.344538,-3.2903192,-3.9877024,-6.0916195,-5.5255027,-3.8818827,-2.910802,-3.1405394,-0.66521686,-3.0794787,-4.5443826,-3.9533393,-4.768188,-3.4001887,-3.5030088,-3.911663,-4.128922,-2.659879,-1.8528891,-2.1775236,-0.5325151,-0.73057693,-3.7995462,-2.7863061,-3.046036,-2.6677508,-0.9015388,-2.9948914,-4.7946343,-1.6894892,-2.4765263,-2.7311685,-1.6977005,-4.3533645,-4.4792633,-1.8778996,-3.8275173,-4.210885
In from the Side,"Following a drunken encounter, two equally attached men from a cash strapped and divided gay rugby club unwittingly sleepwalk into an adulterous affair but must conceal their growing feelings or risk destroying the club they love.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/in_from_the_side.jpg,-1.2776439,-2.3207664,-2.3748524,-3.265071,-1.0981773,-3.7749767,-2.4031627,-1.029699,-3.3981082,-3.217543,-5.800299,-3.5319085,-4.507434,-6.081719,-6.1074743,-4.3485727,-3.5884614,-3.7305696,-1.3227375,-0.9661958,-4.713777,-4.23674,-5.1215315,-4.0197415,-3.5348692,-3.8355353,-3.9661603,-2.8089752,-1.710091,-2.2461984,-0.5389298,-0.9021182,-3.677483,-2.7170126,-3.180982,-2.842369,-0.84922785,-2.8624876,-4.6738286,-1.7528623,-2.471102,-2.7260466,-1.6007968,-4.4372416,-4.453186,-1.9317238,-3.9540408,-4.240614
Power Rangers,"When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/posters/superhero/power_rangers.jpg,-0.9569112,-1.4762298,-2.1979663,-3.7452705,-1.5227667,-3.6771946,-2.1251788,-0.8705391,-3.5277274,-1.8795379,-5.5077257,-3.2480485,-3.1901035,-5.9453125,-5.6807823,-3.3146172,-3.2423825,-1.9853252,-0.5123658,-3.491803,-3.6952589,-3.6204202,-4.772346,-4.204896,-3.3516316,-3.788626,-3.9855509,-2.8942194,-1.7548867,-2.204916,-0.46529633,-1.0633496,-3.8013172,-2.777104,-3.268947,-2.8492515,-0.92548573,-3.1431854,-4.874076,-1.8158021,-2.759397,-2.7145994,-1.5802848,-4.362831,-4.393726,-1.9669636,-3.9668748,-4.146525
The Secret,"Interviews with self-proclaimed authors, philosophers, scientists, with an in-depth discussion of visualizing your goals. The audience is shown how they can learn and use 'The Secret' in their everyday lives.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/documentary/the_secret.jpg,-2.4356296,-2.5100226,-2.4577,-3.2933772,-1.5980811,-2.997121,-0.6247235,-1.568062,-3.9002821,-2.7518234,-5.1741548,-3.165368,-3.5099118,-5.693089,-5.6466236,-3.3944938,-3.7695436,-2.96461,-0.16533417,-3.5750186,-4.5900073,-3.7315228,-5.3731728,-4.38753,-3.5238483,-3.8343532,-3.975016,-2.8041313,-1.7204854,-2.2465434,-0.53862804,-0.894852,-3.6855576,-2.7191129,-3.1821094,-2.8237576,-0.854291,-2.8758984,-4.684878,-1.7507008,-2.4780047,-2.7203536,-1.606119,-4.4415145,-4.4477515,-1.9296836,-3.93784,-4.250356
Ozark,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/posters/crime/ozark.jpg,-1.8006476,-2.9657466,-3.106322,-3.2835498,-1.4796625,-1.908952,-2.1820893,-0.83724433,-4.3428774,-3.1924417,-4.740202,-3.6958816,-3.5284617,-6.187946,-6.1582685,-3.1702023,-3.7971087,-2.8130867,-0.80432236,-3.6350448,-4.345455,-3.1916869,-5.398795,-4.107947,-3.4726486,-3.896949,-4.1260495,-2.6555662,-1.8847241,-2.1476185,-0.5457208,-0.70262474,-3.807428,-2.7457733,-2.9808702,-2.6400077,-0.8454422,-3.0446494,-4.8145566,-1.622109,-2.4744258,-2.6969955,-1.7068933,-4.359815,-4.4388328,-1.8087059,-3.7918868,-4.1959853
His Dark Materials,A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/adventure/his_dark_materials.jpg,-1.7968254,-1.798207,-2.000157,-3.777043,-1.4515778,-3.7686899,-1.9617008,-1.1343501,-3.2001522,-1.4676801,-5.522484,-3.501945,-3.1100924,-5.4646072,-5.203877,-3.2092478,-3.0773332,-2.8756673,-0.21542935,-3.8614721,-4.112667,-3.865368,-5.15824,-4.4432087,-3.4664233,-3.8958542,-4.1043115,-2.6805096,-1.8729633,-2.1102574,-0.49133614,-0.75414234,-3.800534,-2.753742,-2.9932828,-2.660016,-0.84919703,-3.0179718,-4.7886186,-1.6502261,-2.5155075,-2.6909049,-1.675651,-4.3632045,-4.4284444,-1.8267478,-3.8144941,-4.183766
Talladega Nights: The Ballad of Ricky Bobby,"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/talladega_nights__the_ballad_of_ricky_bobby.jpg,-1.5496391,-1.9003001,-1.7164366,-3.1813984,-0.3393301,-3.617969,-2.178907,-1.7294412,-2.9169455,-3.4895697,-5.7406106,-4.084736,-4.4831443,-5.800269,-5.902391,-4.541464,-3.8393059,-3.3427904,-0.94091195,0.20224506,-4.3873696,-4.413388,-5.669271,-3.8699121,-3.589327,-3.8616714,-3.9593682,-2.8873308,-1.6347548,-2.2586544,-0.42499736,-1.06713,-3.6835854,-2.7916908,-3.311245,-2.91506,-0.9374868,-2.8290484,-4.6586885,-1.8934864,-2.5724452,-2.8125591,-1.5271391,-4.430734,-4.500525,-2.069383,-4.0317388,-4.22111
The Lego Movie,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,./data/posters/animation/the_lego_movie.jpg,-1.1972098,-0.5710745,-0.69861364,-4.2917995,-0.9267117,-4.4762106,-2.6907337,-2.0658526,-2.5709503,-2.1572707,-6.691865,-3.73073,-4.1564937,-5.257872,-4.967873,-4.3125286,-3.6474228,-3.3453822,-0.49643362,-3.6154373,-4.093395,-4.7098203,-5.4043617,-4.406342,-3.5281415,-3.8098695,-3.9350753,-2.8646152,-1.6731726,-2.279522,-0.5187039,-0.97165877,-3.657013,-2.703168,-3.2477112,-2.874002,-0.86129373,-2.8611429,-4.6637616,-1.7875359,-2.5012095,-2.720465,-1.5699409,-4.448831,-4.436647,-1.9720787,-3.9794998,-4.26989
Smallfoot,"High up on a mountain peak surrounded by clouds, a secret Yeti society lives in peace and harmony. One day, a Yeti witnesses an airplane crash; Inside lies ""Smallfoot"", a legendary creature that will rock the society to its core.",0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,./data/posters/musical/smallfoot.jpg,-2.7050028,-0.235313,0.19984503,-5.0773044,0.6227188,-4.8187413,-3.1753595,-3.743226,-1.857216,-3.0701683,-7.6453834,-4.749667,-4.604199,-3.79126,-3.8735883,-5.2225957,-4.506068,-4.402885,-0.54030615,-4.2446594,-4.5324244,-5.785475,-6.662479,-4.420842,-3.4282339,-3.7900336,-4.0174713,-2.7956686,-1.8033091,-2.2571955,-0.5847771,-0.8278456,-3.7642179,-2.6923857,-3.1724396,-2.7277846,-0.84514177,-3.103174,-4.842343,-1.7088459,-2.564042,-2.681255,-1.6501334,-4.3803763,-4.4376326,-1.8970004,-3.8543484,-4.2360635
Rocky V,"Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/rocky_v.jpg,-0.59044135,-1.686428,-2.2673278,-3.2553527,-1.4815536,-3.3674545,-2.435865,-0.83896273,-3.5101035,-2.895118,-5.3711257,-2.8100758,-4.4639254,-6.396232,-5.821116,-4.066942,-3.2497036,-3.4734888,-0.9864653,-2.4813993,-4.425908,-3.827889,-4.553309,-3.1559775,-3.465495,-3.9062517,-4.1448483,-2.630301,-1.8927413,-2.1513104,-0.56013536,-0.6843218,-3.828604,-2.786364,-3.0051882,-2.6309063,-0.8982233,-3.0516315,-4.8372135,-1.6596981,-2.4860716,-2.7179155,-1.7194949,-4.345542,-4.4695177,-1.8390726,-3.7823517,-4.1830606
Decision to Leave,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,./data/posters/crime/decision_to_leave.jpg,-1.6329229,-1.9336321,-2.322869,-3.3374467,-1.6922368,-3.0610337,-1.6564243,-0.8216667,-3.6731176,-2.0650382,-5.0353985,-3.0816321,-3.1593058,-5.9478064,-5.6533484,-2.9781325,-3.2206209,-2.5443559,-0.26116225,-3.5815628,-4.074795,-3.4418244,-4.953495,-4.020537,-3.498693,-3.9102142,-4.12444,-2.655533,-1.8673543,-2.141374,-0.53452235,-0.7078624,-3.7939343,-2.7521281,-2.9796824,-2.6573565,-0.8510748,-3.0081265,-4.7928896,-1.6344718,-2.458752,-2.7062128,-1.6999055,-4.3591304,-4.449296,-1.8209991,-3.8081408,-4.2142434
Garfield in Disguise,"When Garfield and Odie are out trick-or-treating, they end up at a haunted house.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,./data/posters/short/garfield_in_disguise.jpg,-1.6607114,-1.791421,-2.0546215,-3.422211,-1.6385227,-3.1016006,-1.5822437,-1.4464525,-3.6772494,-2.399631,-5.3354015,-3.12575,-3.3660207,-5.9512954,-5.608318,-3.3670006,-3.6606584,-2.7276194,-0.12292121,-3.7809796,-4.210707,-3.6816838,-5.052952,-3.7647994,-3.5132608,-3.8633134,-4.042371,-2.780291,-1.7751858,-2.20846,-0.48953772,-0.88356596,-3.7631583,-2.7342734,-3.1327739,-2.7481422,-0.84095955,-3.0225918,-4.782557,-1.7067672,-2.5630035,-2.7415712,-1.6110492,-4.416234,-4.4391017,-1.9110205,-3.8986466,-4.2064753
Fright Night,"When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,./data/posters/comedy/fright_night.jpg,-2.4375646,-2.4853153,-2.2390583,-4.5294795,-0.017343618,-3.9534051,-3.139739,-1.1999947,-2.9548595,-1.1817331,-5.7658052,-4.5229664,-2.4986331,-5.560097,-5.1893377,-3.166454,-2.4323869,-2.9430563,-0.087903276,-4.194419,-4.048156,-3.9728866,-5.64026,-4.764865,-3.5115418,-3.9097865,-4.078714,-2.777718,-1.8197621,-2.1335106,-0.5220335,-0.83648175,-3.7903914,-2.7382567,-3.0320425,-2.7885094,-0.8098678,-3.0354128,-4.8081965,-1.6420887,-2.5533512,-2.7199593,-1.6677641,-4.41855,-4.4514046,-1.8229624,-3.9131243,-4.2535863
Pieces of Her,"On her 30th birthday out for lunch with her mother suddenly explodes into violence, an adrift young woman's conception of her mother is forever changed.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,./data/posters/mystery/pieces_of_her.jpg,-1.8974051,-2.777096,-2.7281032,-3.2578895,-1.3072892,-2.7807405,-1.890644,-0.69521606,-3.861996,-2.6682546,-4.8803697,-3.332389,-3.3787558,-6.1703467,-5.7648845,-3.1955106,-3.1652765,-3.0514438,-0.3643699,-3.2930086,-4.3900595,-3.4215753,-4.9563107,-3.9590385,-3.5057817,-3.9065328,-4.1103835,-2.6604753,-1.851676,-2.1526558,-0.5569022,-0.69785637,-3.7801194,-2.7377784,-2.9862096,-2.6704338,-0.84877706,-2.993199,-4.779258,-1.6314399,-2.4319863,-2.699806,-1.6997817,-4.3762617,-4.447361,-1.8242747,-3.8208249,-4.2310934
Witness to Murder,"A woman's sanity comes into question, after she claims to have witnessed a murder from her apartment window.",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/witness_to_murder.jpg,-2.0129735,-2.824799,-2.7251205,-2.9200547,-1.4815305,-2.0601656,-1.6550701,-0.5353658,-3.9153962,-2.5336576,-4.3452597,-3.1995733,-3.1988046,-5.9358153,-5.6403275,-2.6658137,-3.1750863,-2.9943326,-0.31158462,-3.3222277,-4.212805,-3.0960872,-4.9828944,-4.026005,-3.4990768,-3.9367917,-4.140168,-2.6815486,-1.8877004,-2.0726297,-0.5332783,-0.7242645,-3.826699,-2.787608,-2.9737904,-2.6966007,-0.8660315,-3.0528872,-4.830787,-1.6342311,-2.5282006,-2.7353318,-1.7161419,-4.385982,-4.470257,-1.8134655,-3.839247,-4.211951
Breaking Away,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/breaking_away.jpg,-1.5701001,-2.0355937,-2.3800452,-3.4218826,-0.7549081,-4.382101,-2.5474963,-0.8335208,-3.142532,-3.3581944,-6.30519,-4.0747137,-4.775216,-6.333798,-6.2503242,-4.619975,-3.3278122,-3.534573,-1.5734093,-0.54986966,-4.9079075,-4.593821,-5.5307713,-4.2406683,-3.4952495,-3.909996,-4.1400213,-2.64755,-1.876901,-2.1568124,-0.5468091,-0.6852599,-3.804008,-2.7540321,-2.9853027,-2.651076,-0.86735636,-3.018171,-4.8036118,-1.6378342,-2.4402733,-2.7031796,-1.7081028,-4.3567557,-4.4543214,-1.8248519,-3.8028328,-4.216596
Star Trek: Prodigy,A group of enslaved teenagers steal a derelict Starfleet vessel to escape and explore the galaxy.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,./data/posters/animation/star_trek__prodigy.jpg,-1.4280604,-1.5493835,-2.0722508,-3.681222,-1.3963159,-3.7805827,-2.1621923,-0.92764723,-3.4407673,-2.2073486,-5.527341,-3.5935216,-3.290167,-5.8299375,-5.5812955,-3.4124002,-3.3773732,-2.0899959,-0.4798263,-3.5235445,-4.09808,-3.7453418,-5.1572294,-4.2491817,-3.3434463,-3.6853855,-3.8836741,-2.9212961,-1.7512721,-2.3054037,-0.4261804,-1.0688592,-3.6535976,-2.631658,-3.2746243,-2.7894216,-0.8390043,-3.026945,-4.7292304,-1.7595419,-2.622789,-2.6147003,-1.4915841,-4.3653955,-4.322869,-1.9461023,-3.9118383,-4.2794456
5 Against the House,Four vets attending college on the GI Bill and a cabaret singer try to rob a Reno Casino and pull off the perfect crime.,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/film_noir/5_against_the_house.jpg,-1.8362753,-2.5575235,-2.5977616,-3.3314064,-0.7630396,-2.7838798,-2.905318,-0.6633902,-3.4807353,-2.9531615,-4.932413,-3.471472,-3.8283875,-5.931625,-5.4915304,-3.6226382,-2.911507,-3.7863097,-0.74923426,-3.2026207,-4.673809,-3.7840695,-5.0128093,-3.0278168,-3.5564442,-3.8613212,-3.9890006,-2.8300939,-1.7179786,-2.2385058,-0.5543118,-0.90249896,-3.6980698,-2.7337422,-3.1819577,-2.8762417,-0.85216475,-2.88742,-4.701597,-1.7545451,-2.4848757,-2.7480626,-1.6222667,-4.456348,-4.476887,-1.929375,-3.976771,-4.2727084
The Chase,Chuck Scott gets a job as chauffeur to tough guy Eddie Roman; but Chuck's involvement with Eddie's fearful wife becomes a nightmare.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,./data/posters/film_noir/the_chase.jpg,-1.6863194,-2.2250104,-2.055718,-3.9062016,-0.43773967,-2.9394937,-2.7816164,-1.6239076,-3.3400538,-3.1306548,-5.342832,-4.216852,-4.0583205,-6.312309,-5.8546476,-3.9145799,-3.45607,-3.4780161,-0.39384627,-2.8546488,-4.320338,-4.0614395,-5.591632,-3.5269368,-3.530212,-3.8411345,-3.9797423,-2.8142467,-1.7241719,-2.2378628,-0.547843,-0.8957495,-3.6934583,-2.723452,-3.177504,-2.8416812,-0.8521078,-2.8894522,-4.695048,-1.7468374,-2.484397,-2.724641,-1.6129826,-4.4465346,-4.4542956,-1.9259428,-3.9501083,-4.256595
Rocky,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/sport/rocky.jpg,-0.41398114,-2.4480524,-2.8692033,-2.47849,-1.7389783,-3.1180112,-2.8556976,0.108192265,-3.421334,-3.5029233,-5.1207685,-3.087751,-5.003379,-6.4608746,-6.339016,-4.3215384,-3.3777936,-3.5698447,-2.0896404,0.39692768,-4.673759,-3.854694,-4.725905,-3.4810042,-3.4865756,-3.9149299,-4.1520953,-2.622131,-1.8889469,-2.1519563,-0.5545301,-0.6693157,-3.8205533,-2.7776809,-2.9910975,-2.624125,-0.89523375,-3.030326,-4.819611,-1.6509731,-2.4567544,-2.7176955,-1.720244,-4.3483257,-4.472449,-1.8376614,-3.782374,-4.195555
Deepwater Horizon,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,./data/posters/history/deepwater_horizon.jpg,-0.79604334,-1.4403738,-2.9571002,-2.8327262,-2.736637,-3.3337276,-1.3950917,-0.6126119,-4.416457,-3.0854907,-5.68293,-2.2363029,-4.1917853,-6.6557307,-6.535382,-3.757863,-4.2456493,-2.4067333,-1.4075954,-3.189476,-4.5733275,-3.3282206,-4.387339,-3.9075353,-3.4188855,-3.8862627,-4.1586747,-2.635719,-1.9410951,-2.127933,-0.53390956,-0.6839313,-3.8513544,-2.791935,-2.991136,-2.5838923,-0.90741295,-3.0992913,-4.8632684,-1.6499879,-2.5267186,-2.6928794,-1.7244722,-4.352587,-4.455117,-1.8133223,-3.7439244,-4.171579
Narcos,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/posters/biography/narcos.jpg,-1.8070073,-2.9115467,-3.147409,-2.3479316,-1.9898962,-1.6535962,-1.3012453,-0.833318,-4.5370827,-3.3535936,-4.791617,-2.822785,-4.045005,-5.927155,-6.1225686,-3.2707639,-4.06762,-3.418022,-0.94860625,-3.2528381,-4.565937,-3.3063,-5.3112597,-4.31778,-3.4669352,-3.9029727,-4.12689,-2.6463575,-1.8796891,-2.1417747,-0.5487312,-0.6971798,-3.8087776,-2.755404,-2.9910355,-2.6464431,-0.8625334,-3.0347228,-4.812849,-1.6346558,-2.4763508,-2.6962063,-1.7072865,-4.360213,-4.4451437,-1.8166107,-3.7968283,-4.206801
Facing Nolan,"In the world of Major League Baseball no one has created a mythology like Nolan Ryan. Told from the point of view of the hitters who faced him and the teammates who revered him, Facing Nolan is the definitive documentary of a Texas legend.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,./data/posters/documentary/facing_nolan.jpg,-1.5886998,-2.689231,-2.2866306,-2.577925,-1.0524693,-3.057703,-1.4086637,-1.4738096,-3.1011994,-3.9199064,-5.5874996,-3.6631346,-4.866623,-5.958599,-6.2246175,-4.4218483,-4.20561,-4.017132,-1.8119793,1.5235642,-4.841763,-4.3330526,-5.459086,-3.9339828,-3.471396,-3.9024403,-4.122943,-2.6613877,-1.8812488,-2.127711,-0.5311289,-0.7229157,-3.807443,-2.756769,-2.9832098,-2.6582904,-0.85070914,-3.0434537,-4.815025,-1.6316664,-2.4928906,-2.6940017,-1.698337,-4.3540335,-4.439555,-1.8122696,-3.8062084,-4.196177
Columbo,Los Angeles homicide detective Lieutenant Columbo uses his humble ways and ingenuous demeanor to winkle out even the most well-concealed of crimes.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,./data/posters/crime/columbo.jpg,-1.5578208,-2.9682624,-3.1566653,-2.9686823,-1.7800823,-0.5128473,-1.9341156,-0.050941844,-4.402022,-2.8060446,-4.183975,-3.2657201,-3.2208412,-6.4281507,-6.2521853,-1.7731469,-3.7593389,-2.9417527,-1.0832609,-3.5023642,-4.0073733,-2.311969,-4.859177,-4.288125,-3.4745636,-3.911732,-4.1434517,-2.6205478,-1.8965422,-2.139902,-0.5661345,-0.657341,-3.8168468,-2.760624,-2.9794064,-2.6200325,-0.8680906,-3.0388033,-4.820599,-1.6261269,-2.4584975,-2.7080798,-1.724768,-4.3586454,-4.459392,-1.8113791,-3.7757385,-4.206184
Agents of S.H.I.E.L.D.,"The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,./data/posters/action/agents_of_s_h_i_e_l_d_.jpg,-0.4605425,-1.8196071,-2.6323621,-3.3905091,-2.0632575,-2.4332752,-2.2137837,-0.64403343,-4.2667217,-2.754339,-4.905648,-3.044724,-3.742201,-6.7160296,-6.2502136,-3.105068,-3.632423,-2.2645674,-0.7937463,-3.7206652,-3.9075913,-2.831883,-4.232685,-3.7810326,-3.46203,-3.8682344,-4.06296,-2.7435951,-1.8587049,-2.138319,-0.5308826,-0.7801339,-3.7647886,-2.7039304,-2.9940436,-2.7204547,-0.78435546,-3.0506124,-4.8079033,-1.6055036,-2.5050166,-2.6692073,-1.6692969,-4.3982625,-4.3984685,-1.7930396,-3.8505218,-4.2301464
Peacemaker,"Picking up where The Suicide Squad (2021) left off, Peacemaker returns home after recovering from his encounter with Bloodsport - only to discover that his freedom comes at a price.",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,./data/posters/action/peacemaker.jpg,-0.17759773,-1.97214,-2.4988692,-4.174243,-1.3030916,-2.7648094,-2.9011612,-1.5138859,-4.131254,-2.8272374,-5.6849027,-3.7270892,-3.6690607,-6.8460636,-6.4544253,-3.5413542,-4.1537776,-2.224311,-0.78666335,-3.7636054,-3.5843372,-3.1493027,-4.6673703,-4.301813,-3.280015,-3.8003278,-4.0938168,-2.7366066,-1.9494854,-2.1470714,-0.5768608,-0.78871745,-3.8649216,-2.7329192,-3.0789702,-2.6302712,-0.839561,-3.233266,-4.934425,-1.6197013,-2.66112,-2.6161234,-1.7163156,-4.39862,-4.3731465,-1.759039,-3.7639554,-4.150172
The Enforcer,A crusading district attorney finally gets a chance to prosecute the organizer and boss of Murder Inc.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,./data/posters/film_noir/the_enforcer.jpg,-1.5360885,-2.5619655,-2.725055,-3.3434305,-1.4922582,-2.0272155,-2.0329058,-0.6708566,-3.9721222,-2.3730252,-4.570842,-3.389141,-2.9070563,-6.3060894,-5.874151,-2.5343366,-3.3748388,-2.638191,-0.46433783,-3.509689,-3.9129717,-2.9354,-4.996918,-3.9541607,-3.5197463,-3.862465,-3.997959,-2.815708,-1.7466265,-2.1910443,-0.55308974,-0.8960022,-3.722927,-2.7503817,-3.157793,-2.847422,-0.84999746,-2.9333823,-4.7284064,-1.733692,-2.5281909,-2.7445493,-1.6343477,-4.4615993,-4.4615765,-1.9088575,-3.9552903,-4.2388434
